year,month,bin,bin_definition,events
2017,5,11_25,Events with 10< number of reports <= 25,11
2017,6,11_25,Events with 10< number of reports <= 25,4
2017,7,11_25,Events with 10< number of reports <= 25,13
2017,8,11_25,Events with 10< number of reports <= 25,7
2017,9,11_25,Events with 10< number of reports <= 25,11
2017,10,11_25,Events with 10< number of reports <= 25,20
2017,11,11_25,Events with 10< number of reports <= 25,26
2017,12,11_25,Events with 10< number of reports <= 25,21
2017,1,26_50,Events with 25< number of reports <= 50,5
2017,2,26_50,Events with 25< number of reports <= 50,4
2017,3,26_50,Events with 25< number of reports <= 50,3
2017,4,26_50,Events with 25< number of reports <= 50,2
2017,5,26_50,Events with 25< number of reports <= 50,3
2017,6,26_50,Events with 25< number of reports <= 50,5
2017,7,26_50,Events with 25< number of reports <= 50,3
2017,8,26_50,Events with 25< number of reports <= 50,4
2017,9,26_50,Events with 25< number of reports <= 50,6
2017,10,26_50,Events with 25< number of reports <= 50,9
2017,11,26_50,Events with 25< number of reports <= 50,8
2017,12,26_50,Events with 25< number of reports <= 50,4
2017,1,51_99,Events with 50< number of reports < 100,1
2017,2,51_99,Events with 50< number of reports < 100,3
2017,3,51_99,Events with 50< number of reports < 100,3
2017,4,51_99,Events with 50< number of reports < 100,1
2017,5,51_99,Events with 50< number of reports < 100,1
2017,6,51_99,Events with 50< number of reports < 100,3
2017,7,51_99,Events with 50< number of reports < 100,1
2017,8,51_99,Events with 50< number of reports < 100,0
2017,9,51_99,Events with 50< number of reports < 100,5
2017,10,51_99,Events with 50< number of reports < 100,1
2017,11,51_99,Events with 50< number of reports < 100,6
2017,12,51_99,Events with 50< number of reports < 100,3
2017,1,100_plus,Events with more than 100 reports,2
2017,2,100_plus,Events with more than 100 reports,2
2017,3,100_plus,Events with more than 100 reports,2
2017,4,100_plus,Events with more than 100 reports,3
2017,5,100_plus,Events with more than 100 reports,0
2017,6,100_plus,Events with more than 100 reports,0
2017,7,100_plus,Events with more than 100 reports,1
2017,8,100_plus,Events with more than 100 reports,2
2017,9,100_plus,Events with more than 100 reports,3
2017,10,100_plus,Events with more than 100 reports,2
2017,11,100_plus,Events with more than 100 reports,7
2017,12,100_plus,Events with more than 100 reports,5
2018,1,one,Events with only one report,318
2018,2,one,Events with only one report,257
2018,3,one,Events with only one report,300
2018,4,one,Events with only one report,240
2018,5,one,Events with only one report,210
2018,6,one,Events with only one report,247
2018,7,one,Events with only one report,351
2018,8,one,Events with only one report,446
2018,9,one,Events with only one report,374
2018,10,one,Events with only one report,422
2018,11,one,Events with only one report,535
2018,12,one,Events with only one report,442
2018,1,2_10,Events with 1< number of reports <= 10,109
2018,2,2_10,Events with 1< number of reports <= 10,117
2018,3,2_10,Events with 1< number of reports <= 10,118
2018,4,2_10,Events with 1< number of reports <= 10,89
2018,5,2_10,Events with 1< number of reports <= 10,78
2018,6,2_10,Events with 1< number of reports <= 10,98
2018,7,2_10,Events with 1< number of reports <= 10,118
2018,8,2_10,Events with 1< number of reports <= 10,162
2018,9,2_10,Events with 1< number of reports <= 10,152
2018,10,2_10,Events with 1< number of reports <= 10,164
2018,11,2_10,Events with 1< number of reports <= 10,221
2018,12,2_10,Events with 1< number of reports <= 10,151
2018,1,11_25,Events with 10< number of reports <= 25,13
2018,2,11_25,Events with 10< number of reports <= 25,20
2018,3,11_25,Events with 10< number of reports <= 25,15
2018,4,11_25,Events with 10< number of reports <= 25,9
2018,5,11_25,Events with 10< number of reports <= 25,6
2018,6,11_25,Events with 10< number of reports <= 25,10
2018,7,11_25,Events with 10< number of reports <= 25,19
2018,8,11_25,Events with 10< number of reports <= 25,13
2018,9,11_25,Events with 10< number of reports <= 25,16
2018,10,11_25,Events with 10< number of reports <= 25,18
2018,11,11_25,Events with 10< number of reports <= 25,21
2018,12,11_25,Events with 10< number of reports <= 25,10
2018,1,26_50,Events with 25< number of reports <= 50,5
2018,2,26_50,Events with 25< number of reports <= 50,4
2018,3,26_50,Events with 25< number of reports <= 50,11
2018,4,26_50,Events with 25< number of reports <= 50,4
2018,5,26_50,Events with 25< number of reports <= 50,2
2018,6,26_50,Events with 25< number of reports <= 50,4
2018,7,26_50,Events with 25< number of reports <= 50,5
2018,8,26_50,Events with 25< number of reports <= 50,2
2018,9,26_50,Events with 25< number of reports <= 50,3
2018,10,26_50,Events with 25< number of reports <= 50,6
2018,11,26_50,Events with 25< number of reports <= 50,8
2018,12,26_50,Events with 25< number of reports <= 50,9
2018,1,51_99,Events with 50< number of reports < 100,3
2018,2,51_99,Events with 50< number of reports < 100,4
2018,3,51_99,Events with 50< number of reports < 100,3
2018,4,51_99,Events with 50< number of reports < 100,1
2018,5,51_99,Events with 50< number of reports < 100,2
2018,6,51_99,Events with 50< number of reports < 100,3
2018,7,51_99,Events with 50< number of reports < 100,3
2018,8,51_99,Events with 50< number of reports < 100,1
2018,9,51_99,Events with 50< number of reports < 100,4
2018,10,51_99,Events with 50< number of reports < 100,3
2018,11,51_99,Events with 50< number of reports < 100,4
2018,12,51_99,Events with 50< number of reports < 100,2
2018,1,100_plus,Events with more than 100 reports,4
2018,2,100_plus,Events with more than 100 reports,3
2018,3,100_plus,Events with more than 100 reports,1
2018,4,100_plus,Events with more than 100 reports,0
2018,5,100_plus,Events with more than 100 reports,0
2018,6,100_plus,Events with more than 100 reports,2
2018,7,100_plus,Events with more than 100 reports,2
2018,8,100_plus,Events with more than 100 reports,3
2018,9,100_plus,Events with more than 100 reports,0
2018,10,100_plus,Events with more than 100 reports,2
2018,11,100_plus,Events with more than 100 reports,4
2018,12,100_plus,Events with more than 100 reports,1
2019,1,one,Events with only one report,404
2019,2,one,Events with only one report,330
2019,3,one,Events with only one report,391
2019,4,one,Events with only one report,340
2019,5,one,Events with only one report,290
2019,6,one,Events with only one report,330
2019,7,one,Events with only one report,409
2019,8,one,Events with only one report,542
2019,9,one,Events with only one report,434
2019,10,one,Events with only one report,393
2019,11,one,Events with only one report,512
2019,12,one,Events with only one report,525
2019,1,2_10,Events with 1< number of reports <= 10,126
2019,2,2_10,Events with 1< number of reports <= 10,102
2019,3,2_10,Events with 1< number of reports <= 10,114
2019,4,2_10,Events with 1< number of reports <= 10,105
2019,5,2_10,Events with 1< number of reports <= 10,88
2019,6,2_10,Events with 1< number of reports <= 10,120
2019,7,2_10,Events with 1< number of reports <= 10,149
2019,8,2_10,Events with 1< number of reports <= 10,182
2019,9,2_10,Events with 1< number of reports <= 10,166
2019,10,2_10,Events with 1< number of reports <= 10,163
2019,11,2_10,Events with 1< number of reports <= 10,224
2019,12,2_10,Events with 1< number of reports <= 10,232
2019,1,11_25,Events with 10< number of reports <= 25,16
2019,2,11_25,Events with 10< number of reports <= 25,13
2019,3,11_25,Events with 10< number of reports <= 25,20
2019,4,11_25,Events with 10< number of reports <= 25,19
2019,5,11_25,Events with 10< number of reports <= 25,10
2019,6,11_25,Events with 10< number of reports <= 25,8
2019,7,11_25,Events with 10< number of reports <= 25,10
2019,8,11_25,Events with 10< number of reports <= 25,14
2019,9,11_25,Events with 10< number of reports <= 25,20
2019,10,11_25,Events with 10< number of reports <= 25,14
2019,11,11_25,Events with 10< number of reports <= 25,15
2019,12,11_25,Events with 10< number of reports <= 25,25
2019,1,26_50,Events with 25< number of reports <= 50,5
2019,2,26_50,Events with 25< number of reports <= 50,7
2019,3,26_50,Events with 25< number of reports <= 50,8
2019,4,26_50,Events with 25< number of reports <= 50,2
2019,5,26_50,Events with 25< number of reports <= 50,3
2019,6,26_50,Events with 25< number of reports <= 50,7
2019,7,26_50,Events with 25< number of reports <= 50,4
2019,8,26_50,Events with 25< number of reports <= 50,5
2019,9,26_50,Events with 25< number of reports <= 50,5
2019,10,26_50,Events with 25< number of reports <= 50,4
2019,11,26_50,Events with 25< number of reports <= 50,6
2019,12,26_50,Events with 25< number of reports <= 50,10
2019,1,51_99,Events with 50< number of reports < 100,3
2019,2,51_99,Events with 50< number of reports < 100,7
2019,3,51_99,Events with 50< number of reports < 100,3
2019,4,51_99,Events with 50< number of reports < 100,6
2019,5,51_99,Events with 50< number of reports < 100,1
2019,6,51_99,Events with 50< number of reports < 100,3
2019,7,51_99,Events with 50< number of reports < 100,2
2019,8,51_99,Events with 50< number of reports < 100,2
2019,9,51_99,Events with 50< number of reports < 100,6
2019,10,51_99,Events with 50< number of reports < 100,4
2019,11,51_99,Events with 50< number of reports < 100,4
2019,12,51_99,Events with 50< number of reports < 100,7
2019,1,100_plus,Events with more than 100 reports,1
2019,2,100_plus,Events with more than 100 reports,2
2019,3,100_plus,Events with more than 100 reports,5
2019,4,100_plus,Events with more than 100 reports,3
2019,5,100_plus,Events with more than 100 reports,1
2019,6,100_plus,Events with more than 100 reports,2
2019,7,100_plus,Events with more than 100 reports,1
2019,8,100_plus,Events with more than 100 reports,2
2019,9,100_plus,Events with more than 100 reports,4
2019,10,100_plus,Events with more than 100 reports,5
2019,11,100_plus,Events with more than 100 reports,2
2019,12,100_plus,Events with more than 100 reports,2
2020,1,one,Events with only one report,415
2020,2,one,Events with only one report,341
2020,3,one,Events with only one report,324
2020,4,one,Events with only one report,403
2020,5,one,Events with only one report,389
2020,6,one,Events with only one report,366
2020,7,one,Events with only one report,558
2020,8,one,Events with only one report,667
2020,9,one,Events with only one report,411
2020,10,one,Events with only one report,481
2020,11,one,Events with only one report,673
2020,12,one,Events with only one report,651
2020,1,2_10,Events with 1< number of reports <= 10,159
2020,2,2_10,Events with 1< number of reports <= 10,128
2020,3,2_10,Events with 1< number of reports <= 10,124
2020,4,2_10,Events with 1< number of reports <= 10,142
2020,5,2_10,Events with 1< number of reports <= 10,149
2020,6,2_10,Events with 1< number of reports <= 10,132
2020,7,2_10,Events with 1< number of reports <= 10,203
2020,8,2_10,Events with 1< number of reports <= 10,261
2020,9,2_10,Events with 1< number of reports <= 10,162
2020,10,2_10,Events with 1< number of reports <= 10,174
2020,11,2_10,Events with 1< number of reports <= 10,317
2020,12,2_10,Events with 1< number of reports <= 10,268
2020,1,11_25,Events with 10< number of reports <= 25,25
2020,2,11_25,Events with 10< number of reports <= 25,16
2020,3,11_25,Events with 10< number of reports <= 25,9
2020,4,11_25,Events with 10< number of reports <= 25,17
2020,5,11_25,Events with 10< number of reports <= 25,15
2020,6,11_25,Events with 10< number of reports <= 25,12
2020,7,11_25,Events with 10< number of reports <= 25,18
2020,8,11_25,Events with 10< number of reports <= 25,22
2020,9,11_25,Events with 10< number of reports <= 25,15
2020,10,11_25,Events with 10< number of reports <= 25,22
2020,11,11_25,Events with 10< number of reports <= 25,43
2020,12,11_25,Events with 10< number of reports <= 25,20
2020,1,26_50,Events with 25< number of reports <= 50,5
2020,2,26_50,Events with 25< number of reports <= 50,8
2020,3,26_50,Events with 25< number of reports <= 50,4
2020,4,26_50,Events with 25< number of reports <= 50,4
2020,5,26_50,Events with 25< number of reports <= 50,7
2020,6,26_50,Events with 25< number of reports <= 50,0
2020,7,26_50,Events with 25< number of reports <= 50,14
2020,8,26_50,Events with 25< number of reports <= 50,4
2020,9,26_50,Events with 25< number of reports <= 50,7
2020,10,26_50,Events with 25< number of reports <= 50,8
2020,11,26_50,Events with 25< number of reports <= 50,13
2020,12,26_50,Events with 25< number of reports <= 50,10
2020,1,51_99,Events with 50< number of reports < 100,4
2020,2,51_99,Events with 50< number of reports < 100,6
2020,3,51_99,Events with 50< number of reports < 100,0
2020,4,51_99,Events with 50< number of reports < 100,2
2020,5,51_99,Events with 50< number of reports < 100,5
2020,6,51_99,Events with 50< number of reports < 100,0
2020,7,51_99,Events with 50< number of reports < 100,3
2020,8,51_99,Events with 50< number of reports < 100,2
2020,9,51_99,Events with 50< number of reports < 100,1
2020,10,51_99,Events with 50< number of reports < 100,2
2020,11,51_99,Events with 50< number of reports < 100,5
2020,12,51_99,Events with 50< number of reports < 100,3
2020,1,100_plus,Events with more than 100 reports,4
2020,2,100_plus,Events with more than 100 reports,2
2020,3,100_plus,Events with more than 100 reports,1
2020,4,100_plus,Events with more than 100 reports,2
2020,5,100_plus,Events with more than 100 reports,1
2020,6,100_plus,Events with more than 100 reports,4
2020,7,100_plus,Events with more than 100 reports,3
2020,8,100_plus,Events with more than 100 reports,2
2020,9,100_plus,Events with more than 100 reports,2
2020,10,100_plus,Events with more than 100 reports,3
2020,11,100_plus,Events with more than 100 reports,5
2020,12,100_plus,Events with more than 100 reports,6
2021,1,one,Events with only one report,460
2021,2,one,Events with only one report,396
2021,3,one,Events with only one report,526
2021,4,one,Events with only one report,356
2021,5,one,Events with only one report,398
2021,6,one,Events with only one report,359
2021,7,one,Events with only one report,419
2021,8,one,Events with only one report,736
2021,9,one,Events with only one report,631
2021,10,one,Events with only one report,667
2021,11,one,Events with only one report,882
2021,12,one,Events with only one report,791
2021,1,2_10,Events with 1< number of reports <= 10,186
2021,2,2_10,Events with 1< number of reports <= 10,166
2021,3,2_10,Events with 1< number of reports <= 10,218
2021,4,2_10,Events with 1< number of reports <= 10,131
2021,5,2_10,Events with 1< number of reports <= 10,157
2021,6,2_10,Events with 1< number of reports <= 10,127
2021,7,2_10,Events with 1< number of reports <= 10,138
2021,8,2_10,Events with 1< number of reports <= 10,307
2021,9,2_10,Events with 1< number of reports <= 10,240
2021,10,2_10,Events with 1< number of reports <= 10,271
2021,11,2_10,Events with 1< number of reports <= 10,368
2021,12,2_10,Events with 1< number of reports <= 10,291
2021,1,11_25,Events with 10< number of reports <= 25,19
2021,2,11_25,Events with 10< number of reports <= 25,22
2021,3,11_25,Events with 10< number of reports <= 25,20
2021,4,11_25,Events with 10< number of reports <= 25,18
2021,5,11_25,Events with 10< number of reports <= 25,22
2021,6,11_25,Events with 10< number of reports <= 25,8
2021,7,11_25,Events with 10< number of reports <= 25,10
2021,8,11_25,Events with 10< number of reports <= 25,21
2021,9,11_25,Events with 10< number of reports <= 25,26
2021,10,11_25,Events with 10< number of reports <= 25,27
2021,11,11_25,Events with 10< number of reports <= 25,29
2021,12,11_25,Events with 10< number of reports <= 25,27
2021,1,26_50,Events with 25< number of reports <= 50,3
2021,2,26_50,Events with 25< number of reports <= 50,5
2021,3,26_50,Events with 25< number of reports <= 50,14
2021,4,26_50,Events with 25< number of reports <= 50,5
2021,5,26_50,Events with 25< number of reports <= 50,4
2021,6,26_50,Events with 25< number of reports <= 50,3
2021,7,26_50,Events with 25< number of reports <= 50,3
2021,8,26_50,Events with 25< number of reports <= 50,7
2021,9,26_50,Events with 25< number of reports <= 50,13
2021,10,26_50,Events with 25< number of reports <= 50,18
2021,11,26_50,Events with 25< number of reports <= 50,13
2021,12,26_50,Events with 25< number of reports <= 50,11
2021,1,51_99,Events with 50< number of reports < 100,3
2021,2,51_99,Events with 50< number of reports < 100,3
2021,3,51_99,Events with 50< number of reports < 100,9
2021,4,51_99,Events with 50< number of reports < 100,2
2021,5,51_99,Events with 50< number of reports < 100,3
2021,6,51_99,Events with 50< number of reports < 100,0
2021,7,51_99,Events with 50< number of reports < 100,8
2021,8,51_99,Events with 50< number of reports < 100,4
2021,9,51_99,Events with 50< number of reports < 100,4
2021,10,51_99,Events with 50< number of reports < 100,8
2021,11,51_99,Events with 50< number of reports < 100,4
2021,12,51_99,Events with 50< number of reports < 100,9
2021,1,100_plus,Events with more than 100 reports,1
2021,2,100_plus,Events with more than 100 reports,7
2021,3,100_plus,Events with more than 100 reports,7
2021,4,100_plus,Events with more than 100 reports,2
2021,5,100_plus,Events with more than 100 reports,1
2021,6,100_plus,Events with more than 100 reports,1
2021,7,100_plus,Events with more than 100 reports,2
2021,8,100_plus,Events with more than 100 reports,2
2021,9,100_plus,Events with more than 100 reports,2
2021,10,100_plus,Events with more than 100 reports,6
2021,11,100_plus,Events with more than 100 reports,5
2021,12,100_plus,Events with more than 100 reports,2
2022,1,one,Events with only one report,548
2022,2,one,Events with only one report,425
2022,3,one,Events with only one report,488
2022,4,one,Events with only one report,343
2022,5,one,Events with only one report,401
2022,6,one,Events with only one report,389
2022,7,one,Events with only one report,529
2022,8,one,Events with only one report,741
2022,9,one,Events with only one report,581
2022,10,one,Events with only one report,759
2022,11,one,Events with only one report,1141
2022,12,one,Events with only one report,567
2022,1,2_10,Events with 1< number of reports <= 10,227
2022,2,2_10,Events with 1< number of reports <= 10,173
2022,3,2_10,Events with 1< number of reports <= 10,197
2022,4,2_10,Events with 1< number of reports <= 10,141
2022,5,2_10,Events with 1< number of reports <= 10,144
2022,6,2_10,Events with 1< number of reports <= 10,134
2022,7,2_10,Events with 1< number of reports <= 10,249
2022,8,2_10,Events with 1< number of reports <= 10,388
2022,9,2_10,Events with 1< number of reports <= 10,255
2022,10,2_10,Events with 1< number of reports <= 10,297
2022,11,2_10,Events with 1< number of reports <= 10,569
2022,12,2_10,Events with 1< number of reports <= 10,270
2022,1,11_25,Events with 10< number of reports <= 25,29
2022,2,11_25,Events with 10< number of reports <= 25,18
2022,3,11_25,Events with 10< number of reports <= 25,20
2022,4,11_25,Events with 10< number of reports <= 25,20
2022,5,11_25,Events with 10< number of reports <= 25,12
2022,6,11_25,Events with 10< number of reports <= 25,15
2022,7,11_25,Events with 10< number of reports <= 25,22
2022,8,11_25,Events with 10< number of reports <= 25,29
2022,9,11_25,Events with 10< number of reports <= 25,29
2022,10,11_25,Events with 10< number of reports <= 25,32
2022,11,11_25,Events with 10< number of reports <= 25,51
2022,12,11_25,Events with 10< number of reports <= 25,23
2022,1,26_50,Events with 25< number of reports <= 50,5
2022,2,26_50,Events with 25< number of reports <= 50,11
2022,3,26_50,Events with 25< number of reports <= 50,13
2022,4,26_50,Events with 25< number of reports <= 50,7
2022,5,26_50,Events with 25< number of reports <= 50,2
2022,6,26_50,Events with 25< number of reports <= 50,8
2022,7,26_50,Events with 25< number of reports <= 50,11
2022,8,26_50,Events with 25< number of reports <= 50,9
2022,9,26_50,Events with 25< number of reports <= 50,15
2022,10,26_50,Events with 25< number of reports <= 50,11
2022,11,26_50,Events with 25< number of reports <= 50,23
2022,12,26_50,Events with 25< number of reports <= 50,2
2022,1,51_99,Events with 50< number of reports < 100,4
2022,2,51_99,Events with 50< number of reports < 100,2
2022,3,51_99,Events with 50< number of reports < 100,3
2022,4,51_99,Events with 50< number of reports < 100,4
2022,5,51_99,Events with 50< number of reports < 100,2
2022,6,51_99,Events with 50< number of reports < 100,3
2022,7,51_99,Events with 50< number of reports < 100,4
2022,8,51_99,Events with 50< number of reports < 100,3
2022,9,51_99,Events with 50< number of reports < 100,1
2022,10,51_99,Events with 50< number of reports < 100,6
2022,11,51_99,Events with 50< number of reports < 100,9
2022,12,51_99,Events with 50< number of reports < 100,5
2022,1,100_plus,Events with more than 100 reports,3
2022,2,100_plus,Events with more than 100 reports,0
2022,3,100_plus,Events with more than 100 reports,3
2022,4,100_plus,Events with more than 100 reports,4
2022,5,100_plus,Events with more than 100 reports,2
2022,6,100_plus,Events with more than 100 reports,2
2022,7,100_plus,Events with more than 100 reports,5
2022,8,100_plus,Events with more than 100 reports,1
2022,9,100_plus,Events with more than 100 reports,2
2022,10,100_plus,Events with more than 100 reports,6
2022,11,100_plus,Events with more than 100 reports,9
2022,12,100_plus,Events with more than 100 reports,1
2023,1,one,Events with only one report,426
2023,2,one,Events with only one report,439
2023,3,one,Events with only one report,343
2023,4,one,Events with only one report,392
2023,5,one,Events with only one report,313
2023,6,one,Events with only one report,286
2023,7,one,Events with only one report,463
2023,8,one,Events with only one report,707
2023,9,one,Events with only one report,526
2023,10,one,Events with only one report,549
2023,11,one,Events with only one report,591
2023,12,one,Events with only one report,535
2023,1,2_10,Events with 1< number of reports <= 10,187
2023,2,2_10,Events with 1< number of reports <= 10,217
2023,3,2_10,Events with 1< number of reports <= 10,157
2023,4,2_10,Events with 1< number of reports <= 10,145
2023,5,2_10,Events with 1< number of reports <= 10,105
2023,6,2_10,Events with 1< number of reports <= 10,130
2023,7,2_10,Events with 1< number of reports <= 10,194
2023,8,2_10,Events with 1< number of reports <= 10,277
2023,9,2_10,Events with 1< number of reports <= 10,263
2023,10,2_10,Events with 1< number of reports <= 10,200
2023,11,2_10,Events with 1< number of reports <= 10,291
2023,12,2_10,Events with 1< number of reports <= 10,255
2023,1,11_25,Events with 10< number of reports <= 25,18
2023,2,11_25,Events with 10< number of reports <= 25,18
2023,3,11_25,Events with 10< number of reports <= 25,16
2023,4,11_25,Events with 10< number of reports <= 25,18
2023,5,11_25,Events with 10< number of reports <= 25,13
2023,6,11_25,Events with 10< number of reports <= 25,11
2023,7,11_25,Events with 10< number of reports <= 25,19
2023,8,11_25,Events with 10< number of reports <= 25,20
2023,9,11_25,Events with 10< number of reports <= 25,25
2023,10,11_25,Events with 10< number of reports <= 25,19
2023,11,11_25,Events with 10< number of reports <= 25,34
2023,12,11_25,Events with 10< number of reports <= 25,22
2023,1,26_50,Events with 25< number of reports <= 50,13
2023,2,26_50,Events with 25< number of reports <= 50,11
2023,3,26_50,Events with 25< number of reports <= 50,2
2023,4,26_50,Events with 25< number of reports <= 50,9
2023,5,26_50,Events with 25< number of reports <= 50,3
2023,6,26_50,Events with 25< number of reports <= 50,3
2023,7,26_50,Events with 25< number of reports <= 50,3
2023,8,26_50,Events with 25< number of reports <= 50,6
2023,9,26_50,Events with 25< number of reports <= 50,9
2023,10,26_50,Events with 25< number of reports <= 50,9
2023,11,26_50,Events with 25< number of reports <= 50,15
2023,12,26_50,Events with 25< number of reports <= 50,3
2023,1,51_99,Events with 50< number of reports < 100,4
2023,2,51_99,Events with 50< number of reports < 100,4
2023,3,51_99,Events with 50< number of reports < 100,3
2023,4,51_99,Events with 50< number of reports < 100,4
2023,5,51_99,Events with 50< number of reports < 100,2
2023,6,51_99,Events with 50< number of reports < 100,2
2023,7,51_99,Events with 50< number of reports < 100,3
2023,8,51_99,Events with 50< number of reports < 100,8
2023,9,51_99,Events with 50< number of reports < 100,10
2023,10,51_99,Events with 50< number of reports < 100,4
2023,11,51_99,Events with 50< number of reports < 100,7
2023,12,51_99,Events with 50< number of reports < 100,1
2023,1,100_plus,Events with more than 100 reports,4
2023,2,100_plus,Events with more than 100 reports,3
2023,3,100_plus,Events with more than 100 reports,2
2023,4,100_plus,Events with more than 100 reports,4
2023,5,100_plus,Events with more than 100 reports,0
2023,6,100_plus,Events with more than 100 reports,2
2023,7,100_plus,Events with more than 100 reports,1
2023,8,100_plus,Events with more than 100 reports,2
2023,9,100_plus,Events with more than 100 reports,3
2023,10,100_plus,Events with more than 100 reports,2
2023,11,100_plus,Events with more than 100 reports,4
2023,12,100_plus,Events with more than 100 reports,1
2024,1,one,Events with only one report,433
2024,2,one,Events with only one report,321
2024,3,one,Events with only one report,337
2024,4,one,Events with only one report,316
2024,5,one,Events with only one report,352
2024,6,one,Events with only one report,356
2024,7,one,Events with only one report,418
2024,8,one,Events with only one report,664
2024,9,one,Events with only one report,482
2024,10,one,Events with only one report,640
2024,11,one,Events with only one report,536
2024,12,one,Events with only one report,586
2024,1,2_10,Events with 1< number of reports <= 10,193
2024,2,2_10,Events with 1< number of reports <= 10,168
2024,3,2_10,Events with 1< number of reports <= 10,156
2024,4,2_10,Events with 1< number of reports <= 10,141
2024,5,2_10,Events with 1< number of reports <= 10,144
2024,6,2_10,Events with 1< number of reports <= 10,145
2024,7,2_10,Events with 1< number of reports <= 10,174
2024,8,2_10,Events with 1< number of reports <= 10,308
2024,9,2_10,Events with 1< number of reports <= 10,258
2024,10,2_10,Events with 1< number of reports <= 10,272
2024,11,2_10,Events with 1< number of reports <= 10,248
2024,12,2_10,Events with 1< number of reports <= 10,279
2024,1,11_25,Events with 10< number of reports <= 25,26
2024,2,11_25,Events with 10< number of reports <= 25,16
2024,3,11_25,Events with 10< number of reports <= 25,26
2024,4,11_25,Events with 10< number of reports <= 25,12
2024,5,11_25,Events with 10< number of reports <= 25,13
2024,6,11_25,Events with 10< number of reports <= 25,9
2024,7,11_25,Events with 10< number of reports <= 25,21
2024,8,11_25,Events with 10< number of reports <= 25,31
2024,9,11_25,Events with 10< number of reports <= 25,27
2024,10,11_25,Events with 10< number of reports <= 25,32
2024,11,11_25,Events with 10< number of reports <= 25,23
2024,12,11_25,Events with 10< number of reports <= 25,23
2024,1,26_50,Events with 25< number of reports <= 50,6
2024,2,26_50,Events with 25< number of reports <= 50,8
2024,3,26_50,Events with 25< number of reports <= 50,3
2024,4,26_50,Events with 25< number of reports <= 50,4
2024,5,26_50,Events with 25< number of reports <= 50,6
2024,6,26_50,Events with 25< number of reports <= 50,9
2024,7,26_50,Events with 25< number of reports <= 50,7
2024,8,26_50,Events with 25< number of reports <= 50,4
2024,9,26_50,Events with 25< number of reports <= 50,14
2024,10,26_50,Events with 25< number of reports <= 50,17
2024,11,26_50,Events with 25< number of reports <= 50,8
2024,12,26_50,Events with 25< number of reports <= 50,12
2024,1,51_99,Events with 50< number of reports < 100,8
2024,2,51_99,Events with 50< number of reports < 100,1
2024,3,51_99,Events with 50< number of reports < 100,3
2024,4,51_99,Events with 50< number of reports < 100,2
2024,5,51_99,Events with 50< number of reports < 100,5
2024,6,51_99,Events with 50< number of reports < 100,3
2024,7,51_99,Events with 50< number of reports < 100,3
2024,8,51_99,Events with 50< number of reports < 100,0
2024,9,51_99,Events with 50< number of reports < 100,2
2024,10,51_99,Events with 50< number of reports < 100,2
2024,11,51_99,Events with 50< number of reports < 100,3
2024,12,51_99,Events with 50< number of reports < 100,2
2024,1,100_plus,Events with more than 100 reports,4
2024,2,100_plus,Events with more than 100 reports,3
2024,3,100_plus,Events with more than 100 reports,2
2024,4,100_plus,Events with more than 100 reports,6
2024,5,100_plus,Events with more than 100 reports,2
2024,6,100_plus,Events with more than 100 reports,1
2024,7,100_plus,Events with more than 100 reports,5
2024,8,100_plus,Events with more than 100 reports,6
2024,9,100_plus,Events with more than 100 reports,2
2024,10,100_plus,Events with more than 100 reports,2
2024,11,100_plus,Events with more than 100 reports,3
2024,12,100_plus,Events with more than 100 reports,1
2025,1,one,Events with only one report,474
2025,2,one,Events with only one report,395
2025,3,one,Events with only one report,404
2025,4,one,Events with only one report,371
2025,5,one,Events with only one report,370
2025,6,one,Events with only one report,497
2025,7,one,Events with only one report,547
2025,8,one,Events with only one report,687
2025,9,one,Events with only one report,612
2025,10,one,Events with only one report,720
2025,11,one,Events with only one report,1044
2025,12,one,Events with only one report,712
2025,1,2_10,Events with 1< number of reports <= 10,198
2025,2,2_10,Events with 1< number of reports <= 10,156
2025,3,2_10,Events with 1< number of reports <= 10,165
2025,4,2_10,Events with 1< number of reports <= 10,134
2025,5,2_10,Events with 1< number of reports <= 10,155
2025,6,2_10,Events with 1< number of reports <= 10,166
2025,7,2_10,Events with 1< number of reports <= 10,236
2025,8,2_10,Events with 1< number of reports <= 10,322
2025,9,2_10,Events with 1< number of reports <= 10,254
2025,10,2_10,Events with 1< number of reports <= 10,342
2025,11,2_10,Events with 1< number of reports <= 10,628
2025,12,2_10,Events with 1< number of reports <= 10,330
2025,1,11_25,Events with 10< number of reports <= 25,26
2025,2,11_25,Events with 10< number of reports <= 25,26
2025,3,11_25,Events with 10< number of reports <= 25,27
2025,4,11_25,Events with 10< number of reports <= 25,22
2025,5,11_25,Events with 10< number of reports <= 25,15
2025,6,11_25,Events with 10< number of reports <= 25,23
2025,7,11_25,Events with 10< number of reports <= 25,14
2025,8,11_25,Events with 10< number of reports <= 25,21
2025,9,11_25,Events with 10< number of reports <= 25,24
2025,10,11_25,Events with 10< number of reports <= 25,39
2025,11,11_25,Events with 10< number of reports <= 25,59
2025,12,11_25,Events with 10< number of reports <= 25,28
2025,1,26_50,Events with 25< number of reports <= 50,5
2025,2,26_50,Events with 25< number of reports <= 50,8
2025,3,26_50,Events with 25< number of reports <= 50,5
2025,4,26_50,Events with 25< number of reports <= 50,4
2025,5,26_50,Events with 25< number of reports <= 50,3
